"shounin_shori_kengen_no","shounin_shori_kengen_name","kihon_model_cd","shounin_hissu_flg","shounin_ken_flg","henkou_flg","setsumei","shounin_mongon","hanrei_hyouji_cd","hyouji_jun","touroku_user_id","touroku_time","koushin_user_id","koushin_time"
"0","承認者","1","1","1","1","システム標準の承認者です。","承認","0",0,"default",1999/01/01 00:00:00,"default",1999/01/01 00:00:00
