"user_id","gyoumu_role_id","yuukou_kigen_from","yuukou_kigen_to","shori_bumon_cd","touroku_user_id","touroku_time","koushin_user_id","koushin_time"
"admin","00000",1999/01/01,9999/12/31,"0000","default",1999/01/01 00:00:00,"default",1999/01/01 00:00:00
