"gyoumu_role_id","gyoumu_role_name","hyouji_jun","touroku_user_id","touroku_time","koushin_user_id","koushin_time"
"00000","ƒVƒXƒeƒ€ŠÇ—",1,"default",1999/01/01 00:00:00,"default",1999/01/01 00:00:00
