kessanki_bangou,hf1_shiyou_flg,hf1_hissu_flg,hf1_name,hf2_shiyou_flg,hf2_hissu_flg,hf2_name,hf3_shiyou_flg,hf3_hissu_flg,hf3_name,hf4_shiyou_flg,hf4_hissu_flg,hf4_name,hf5_shiyou_flg,hf5_hissu_flg,hf5_name,hf6_shiyou_flg,hf6_hissu_flg,hf6_name,hf7_shiyou_flg,hf7_hissu_flg,hf7_name,hf8_shiyou_flg,hf8_hissu_flg,hf8_name,hf9_shiyou_flg,hf9_hissu_flg,hf9_name,hf10_shiyou_flg,hf10_hissu_flg,hf10_name,uf1_shiyou_flg,uf1_name,uf2_shiyou_flg,uf2_name,uf3_shiyou_flg,uf3_name,uf4_shiyou_flg,uf4_name,uf5_shiyou_flg,uf5_name,uf6_shiyou_flg,uf6_name,uf7_shiyou_flg,uf7_name,uf8_shiyou_flg,uf8_name,uf9_shiyou_flg,uf9_name,uf10_shiyou_flg,uf10_name,uf_kotei1_shiyou_flg,uf_kotei1_name,uf_kotei2_shiyou_flg,uf_kotei2_name,uf_kotei3_shiyou_flg,uf_kotei3_name,uf_kotei4_shiyou_flg,uf_kotei4_name,uf_kotei5_shiyou_flg,uf_kotei5_name,uf_kotei6_shiyou_flg,uf_kotei6_name,uf_kotei7_shiyou_flg,uf_kotei7_name,uf_kotei8_shiyou_flg,uf_kotei8_name,uf_kotei9_shiyou_flg,uf_kotei9_name,uf_kotei10_shiyou_flg,uf_kotei10_name,pjcd_shiyou_flg,sgcd_shiyou_flg,saimu_shiyou_flg,kamoku_cd_type,kamoku_edaban_cd_type,futan_bumon_cd_type,torihikisaki_cd_type,segment_cd_type,houjin_bangou,keigen_umu_flg
"1","0","0","","0","0","","0","0","","0","0","","0","0","","0","0","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","0","0","1","1","1","1","1","","0"
